0000238	cerebrovascular endothelial cell
0000239	telencephalon
0000240	inferior cervical ganglion
0000241	cervical epithelium
0000242	cervical mucus
0000243	vagina
0000244	culture condition:chlorobenzene-induced cell
0000245	culture condition:chlorobenzoate-grown cell
0000246	CHO cell
0000247	shoot tip
0000248	chondroclast
0000249	chondrocyte
0000250	chondrosarcoma cell
0000251	chorioallantois
0000252	chorion
0000253	BEN cell
0000254	female reproductive gland
0000255	brain cell line
0000256	myoblast cell line
0000257	uterine cancer cell
0000258	choroid plexus
0000259	chromaffin cell
0000260	ciliary body
0000261	culture condition:mannitol-grown cell
0000262	clove
0000263	P-388D1(IL-1) cell
0000264	bone marrow cell line
0000265	coagulating gland
0000266	cob
0000267	cochlea
0000268	coleoptile
0000269	colon
0000270	colon ascendens
0000271	colonic mucosa
0000272	colon transversum
0000273	ink gland
0000274	apical bud
0000275	colonocyte
0000276	colostrum
0000277	columnella muscle
0000278	commercial preparation
0000279	testicular cancer cell
0000280	cone
0000281	conidiophore
0000282	head
0000283	conidium
0000284	organism form
0000285	corm
0000286	cornea
0000287	corneal epithelium
0000288	corona
0000289	cytotoxic T-lymphocyte
0000290	coronary artery
0000291	corpus allatum
0000292	corpus luteum
0000293	occipital lobe
0000294	dermis
0000295	WEHI-3 cell
0000296	SW-1088 cell
0000297	carcinoma cell line
0000298	COS-7 cell
0000299	cotton fibre
0000300	cotyledon
0000301	crop
0000302	ring gland
0000303	crown gall
0000304	PANC-1 cell
0000305	crypt
0000306	teratocarcinoma cell line
0000307	crystalline style
0000308	cytotoxic T-lymphocyte cell line
0000309	bundle sheath cell
0000310	protophloem
0000311	culture filtrate
0000312	motoneuron
0000313	hypodermis
0000314	neuroepithelium
0000315	ectoderm
0000316	culture medium
0000317	caulonema
0000318	CV-1 cell
0000319	culture condition:cyclohexanol-grown cell
0000320	cyst
0000321	plant cuticle
0000322	cytotrophoblast
0000323	culture condition:D-mandelate-grown cell
0000324	culture condition:D-arabinose-induced cell
0000325	culture condition:D-galactose-grown cell
0000326	culture condition:D-lyxose-grown cell
0000327	culture condition:D-mannose-grown cell
0000328	culture condition:D-phenylglycine-grown cell
0000329	culture condition:D-ribose-grown cell
0000330	culture condition:D-ribose-induced cell
0000331	L-929 cell
0000332	culture condition:dark-grown cell
0000333	renal corpuscle
0000334	decidua parietalis
0000335	deciduoma cell
0000336	caput epididymis
0000337	dental follicle
0000338	dental plaque
0000339	dental pulp
0000340	culture condition:deoxyribonucleoside-induced cell
0000341	diaphragm
0000342	diencephalon
0000343	renal tubule
0000344	stratum corneum
0000345	digestive gland
0000346	digestive juice
0000347	reticulum
0000348	omasum
0000349	gut cavity
0000350	culture condition:dimethylamine-grown cell
0000351	disc
0000352	culture condition:DL-mandelate-grown cell
0000353	lung cell line
0000354	DON cell
0000355	dormant eye
0000356	breast cancer cell line
0000357	nectary
0000358	McA-RH7777 cell
0000359	middle cervical ganglion
0000360	posterior spinal root
0000361	stratum granulosum
0000362	urinary bladder cancer cell
0000363	culture condition:dulcitol-grown cell
0000364	stratum lucidum
0000365	duodenum
0000366	duodenal juice
0000367	duodenal mucosa
0000368	ear
0000369	egg
0000370	egg white
0000371	egg yolk
0000372	bone cancer cell
0000373	Ehrlich ascites carcinoma cell
0000374	bone cell line
0000375	keratinocyte cell line
0000376	electric organ
0000377	elementary body
0000378	elytron
0000379	embryo
0000380	embryonic axis
0000381	embryonic blood
0000382	Kc cell
0000383	renal cell carcinoma cell line
0000384	emulsin
0000385	bone cancer cell line
0000386	culture condition:(NH4)2SO4-grown cell
0000387	endocardium
0000388	endodermis
0000389	mature ovarian follicle
0000390	endosperm
0000391	DLD-1 cell
0000392	plasma cell
0000393	endothelium
0000394	aorta endothelium
0000395	alveolar cell
0000396	EAhy 926 cell
0000397	tooth
0000398	enterocyte
0000399	eosinophil
0000400	sarcoma cell line
0000401	ependymal epithelium
0000402	epicotyl
0000403	mastocytoma cell line
0000404	epidermis
0000405	penis
0000406	L-428 cell
0000407	osteosarcoma cell line
0000408	epididymis
0000409	epimastigote
0000410	immature ovarian follicle
0000411	cervical mucosa
0000412	epiphyseal growth plate
0000413	epiphysis
0000414	epithelial cell
0000415	epithelioma cell
0000416	epithelium
0000417	bile duct epithelium
0000418	neostriatum
0000419	respiratory epithelium
0000420	neck
0000421	connective tissue
0000422	vaginal epithelium
0000423	epitrochlearis
0000424	erythrocyte
0000425	erythrocytic stage
0000426	erythroleukemia cell
0000427	pituitary gland cell line
0000428	culture condition:ethanol-grown cell
0000429	H69AR cell
0000430	EUE cell
0000431	excretory gland
0000432	corpus cardiacum
0000433	exocrine acinar cell
0000434	exocrine pancreas
0000435	stratum spinosum
0000436	extensor digitorum longus
0000437	culture condition:glycerol-grown cell
0000438	stratum germinativum
0000439	eye
0000440	feces
0000442	fat body
0000443	adipocyte
0000444	fat pad
0000445	cerebral lobe
0000446	FDCP-Mix cl.A4 cell
0000447	feather
0000448	fetal serum
0000449	fetus
0000450	fiber
0000451	fibrillar flight muscle
0000452	fibroblast
0000453	fibroblast cell line
0000454	3T6-Swiss albino cell
0000455	JTC-15 cell
0000456	plasmacytoma cell line
0000457	CHO-K1 cell
0000458	WI-38 cell
0000459	fibrosarcoma cell
0000460	fibrosarcoma cell line
0000461	HSDM1C1 cell
0000462	fiddlehead
0000463	filament
0000464	flagellate
0000465	flavedo
0000466	flexor digitorum longus
0000467	flight muscle
0000468	floret
0000469	flower
0000470	flower bud
0000471	culture condition:fluorene-grown cell
0000472	FM3A cell
0000473	fetal membrane
0000474	allantois
0000475	ovarian follicle
0000476	foot
0000477	foot muscle
0000478	forebrain
0000479	forelimb muscle
0000480	forestomach
0000481	culture condition:formate-grown cell
0000482	renal distal tubule
0000483	frond
0000484	frontal lobe
0000485	culture condition:fructose-grown cell
0000486	fruit
0000487	fruit body
0000488	lower epidermis
0000489	intestinal cancer cell
0000490	prostate gland ventral lobe
0000491	excretion
0000492	MST cell
0000493	gall bladder
0000494	germinal disc
0000495	gametophyte
0000496	anterior lobe
0000497	ganglion
0000498	gastric cancer cell
0000499	gastric corpus mucosa
0000500	gastric epithelium
0000501	gastric juice
0000502	gastric fundus
0000503	gastric gland
0000504	pancreatic juice
0000505	gastric corpus
0000506	gastrocnemius
0000507	foregut
0000508	thorax muscle
0000509	gastrodermis
0000510	hindgut
0000511	gastrointestinal tract
0000512	primary oocyte
0000513	culture condition:geranoic acid-induced cell
0000514	germ
0000515	haustorium
0000516	ghost
0000517	culture condition:5-methylcytosine-grown cell
0000518	gill
0000519	gingiva
0000520	gizzard
0000521	gizzard smooth muscle
0000522	gland
0000523	gleba
0000524	glia
0000525	A-875 cell
0000526	glioma cell
0000527	glioblastoma cell
0000528	JTC-27 cell
0000529	C6 glioma cell
0000530	renal glomerulus
0000531	gluteal muscle
0000532	culture condition:glycine-grown cell
0000533	culture condition:dihydroxyacetone-grown cell
0000534	gonad
0000535	germ cell
0000536	gracilis muscle
0000537	nectar
0000538	alveolar cell type II
0000539	granulocyte
0000540	pollen mother cell
0000541	prostate gland dorsolateral lobe
0000542	granulosa cell
0000543	ground meristem
0000544	guard cell
0000545	gut
0000546	gut mucosa
0000547	gut wall
0000548	prostate gland lobe
0000549	culture condition:H2/CO2-grown cell
0000550	anal plate
0000551	lung cancer cell
0000552	HaCaT cell
0000553	peripheral blood
0000554	hair follicle
0000555	hair root
0000556	germ layer
0000557	harderian gland
0000558	hatching gland
0000559	hatching liquid
0000560	haustorial mother cell
0000561	posterior lobe
0000562	heart
0000563	culture condition:aerobically-grown cell
0000564	heart valve
0000565	HEL cell
0000566	pancreatic islet cancer cell
0000567	HeLa cell
0000568	HeLa-S3 cell
0000569	exoerythrocytic stage
0000570	hematopoietic system
0000571	hemocyte
0000572	hemolymph
0000573	artery
0000574	hematopoietic cell
0000575	hepatocyte
0000576	B-16 cell
0000577	Morris hepatoma 3924A cell
0000578	hepatoma cell line
0000579	eye cancer cell
0000580	blood cancer cell
0000581	MOPC-315 cell
0000582	hepatoma ascites cell line
0000583	bone marrow cancer cell
0000584	pancreatic cancer cell
0000585	intraocular melanoma cell
0000586	colonic cancer cell
0000587	C 108 cell
0000588	LL/2 (LLC1) cell
0000589	primary meristem
0000590	Alzheimer disease specific cell type
0000591	N1-S1 cell
0000592	adrenal gland cancer cell
0000593	Yoshida AH-130 cell
0000594	liver cancer cell
0000595	FDCP-1 cell
0000596	P-19 cell
0000597	hepatopancreas
0000598	B5/589 cell
0000599	Hep-G2 cell
0000600	heterocyst
0000601	hippocampus
0000602	histiocyte
0000603	pre-B acute lymphoblastic leukemia cell line
0000604	adenocarcinoma cell
0000605	honey
0000606	LK-63 cell
0000607	HTC cell
0000608	hepatoma cell
0000609	husk
0000610	hybridoma cell
0000611	culture condition:hydroxyproline-induced cell
0000612	hypha
0000613	hypocotyl
0000614	hypothalamus
0000615	corpus callosum
0000616	I-cell
0000617	ileal carcinoid cell
0000618	ileal lavage fluid
0000619	ileal mucosa
0000620	ileum
0000621	iliopsoas muscle
0000622	culture condition:cyclopentanol-grown cell
0000623	culture condition:2-butyne-1,4-diol-grown cell
0000624	culture condition:cyclohexane-1,2-diol-induced cell
0000625	culture condition:D-xylose-grown cell
0000626	culture condition:DL-5-methyltryptophan-grown cell
0000627	HIT-T15 cell
0000628	inflorescence
0000629	ink
0000630	inner ear
0000631	culture condition:inositol-deficient-grown cell
0000632	insulinoma cell
0000633	intestine-407 cell
0000634	integument
0000635	yellow bone marrow
0000636	internode
0000637	interphotoreceptor matrix
0000638	interrenal cell
0000639	intersegmental muscle
0000640	intestinal gland
0000641	colon descendens
0000642	intestinal mucosa
0000643	intestinal muscle
0000644	intestinal juice
0000645	colon sigmoideum
0000646	left colon
0000647	intestinal wall
0000648	intestine
0000649	right colon
0000650	endocrine pancreas
0000651	small intestine
0000652	culture condition:mannuronate-grown cell
0000653	iris
0000654	ciliary muscle
0000655	iris smooth muscle
0000656	iris sphincter muscle
0000657	jejunum
0000658	uterine adenocarcinoma cell
0000659	juice
0000660	mycelial cord
0000661	JURKAT cell
0000662	nasopharynx
0000663	juxtaglomerular tumor cell
0000664	K-562 cell
0000665	KB cell
0000666	LoVo cell
0000667	keratinocyte
0000668	kernel
0000669	embryonic cell line
0000670	KG-1 cell
0000671	kidney
0000672	hindbrain
0000673	metencephalon
0000674	BHK 165-23 cell
0000675	SW-620 cell
0000676	fibroadenoma cell
0000677	plant tumor tissue
0000678	G-402 cell
0000679	blood-lymph
0000680	kidney cancer cell
0000681	KM-3 cell
0000682	Koji culture
0000683	Krebs ascites cell
0000684	Krebs II ascites cell
0000685	Kupffer cell
0000686	Kurloff cell
0000687	culture condition:L-mandelate-grown cell
0000688	culture condition:acetate-grown cell
0000689	culture condition:L-allo-threonine-grown cell
0000690	brain cancer cell line
0000691	culture condition:L-fucose-induced cell
0000692	culture condition:L-glucose-grown cell
0000693	culture condition:L-lyxose-induced cell
0000694	culture condition:L-phenylalanine-grown cell
0000695	culture condition:L-phenylglycine-grown cell
0000696	culture condition:L-rhamnose-grown cell
0000697	culture condition:L-rhamnose-induced cell
0000698	culture condition:L-ribose-grown cell
0000699	culture condition:L-serine-grown cell
0000700	culture condition:L-threonine-grown cell
0000701	culture condition:L-tyrosine-grown cell
0000702	L-1210 cell
0000703	lacquer
0000704	culture condition:D-lactate-grown cell
0000705	Langerhans cell
0000706	large intestine
0000707	larva
0000708	larval integument
0000709	secondary spermatocyte
0000710	latex
0000711	glioma cell line
0000712	laticifer
0000713	leaf
0000714	leaf axil
0000715	leaf base
0000716	pancreatic beta cell line
0000717	pericardium
0000718	leaf epidermis
0000719	leaf lamina
0000720	plant form
0000721	leg
0000722	leg muscle
0000723	lens
0000724	lens fiber
0000725	hematopoietic stem cell
0000726	RPMI-8226 cell
0000727	multiple myeloma cell line
0000728	Brown Pearce carcinoma cell
0000729	carcinoid cell
0000730	endocarp
0000731	acute lymphoblastic leukemia cell
0000732	KU-812 cell
0000733	exocarp
0000734	myelocyte
0000735	sporophyte
0000736	CCRF-CEM cell
0000737	leukemia cell line
0000738	HL-60 cell
0000739	lymphoblastic leukemia cell line
0000740	myeloid leukemia cell line
0000741	lymphocytic leukemia cell line
0000742	myotome
0000743	pre-B-lymphocyte cell line
0000744	lymphocytic leukemia cell
0000745	Lewis lung carcinoma cell
0000746	preadipocyte cell line
0000747	sporangiospore
0000748	P-388 cell
0000749	sporozoan form
0000750	plant ovary
0000751	leukocyte
0000752	lymph vessel
0000753	lymphoid tissue
0000754	lewy body
0000755	Leydig cell
0000756	pituitary gland tumor cell line
0000757	plasmodium
0000758	myelencephalon
0000759	liver
0000760	LLC-PK1 cell
0000761	collecting duct
0000762	lung cancer cell line
0000763	lung
0000764	lung fibroblast
0000765	exocrine gland
0000766	blood vessel endothelium
0000767	mesenteric lymph node
0000768	infundibulum
0000769	submandibular lymph node
0000770	oligodendroglia
0000771	macroglia
0000772	lymphoblast
0000773	lymphoblastoid cell line
0000774	lymphoblastoma cell
0000775	lymphocyte
0000776	B-lymphocyte
0000777	adenoid
0000778	pulmonary artery
0000779	mesenteric artery
0000780	alveolar cell type I
0000781	intestinal epithelium
0000782	T-lymphocyte
0000783	pancreatic beta cell
0000784	lymph node
0000785	lymphoma cell
0000786	tongue cancer cell line
0000787	gastric cancer cell line
0000788	70Z/3 cell
0000789	CA-46 cell
0000790	pharyngeal cancer cell line
0000791	BW-5147 cell
0000792	urinary bladder cancer cell line
0000793	SH-SY5Y cell
0000794	pancreatic cancer cell line
0000795	L-5178-Y cell
0000796	P-1798 cell
0000797	colonic cancer cell line
0000798	BeWo cell
0000799	lymphosarcoma cell
0000800	endoderm
0000801	macrophage
0000802	alveolar macrophage
0000803	pancreatic delta cell
0000804	J-774A.1 cell
0000805	pancreatic PP cell
0000806	IC-21 cell
0000807	chorionic cell line
0000808	interrenal gland
0000809	germ cell cancer cell
0000810	malpighian tubule
0000811	ovary cancer cell line
0000812	OVCAR-3 cell
0000813	Pt-K1 cell
0000814	CAOV-3 cell
0000815	MDA-MB-231 cell
0000816	breast cell line
0000817	mammary gland
0000818	spinal column
0000819	pharyngeal cell line
0000820	C127I cell
0000821	nipple
0000822	culture condition:mandelate-grown cell
0000823	cerebral gray matter
0000824	culture condition:mannose-grown cell
0000825	mantle
0000826	mantle cavity
0000827	mantle muscle
0000828	throat
0000829	marrow
0000830	mast cell
0000831	liver reticuloendothelial system
0000832	mastocytoma cell
0000833	RBL-2H3 cell
0000834	Detroit-562 cell
0000835	culture condition:L-idonate-grown cell
0000836	MDBK cell
0000837	MDCK cell
0000838	meconium
0000839	mesoderm
0000840	nose
0000841	umbilical artery
0000842	megagametophyte
0000843	megakaryocyte
0000844	megakaryotic cell line
0000845	meiotic cell
0000846	erythroleukemia cell line
0000847	melanocyte
0000848	melanoma cell
0000849	melanoma cell line
0000850	amelanotic melanoma cell
0000851	adrenal cortex cell line
0000852	meristem
0000853	mesangial cell
0000854	zygote
0000855	lymph
0000856	mesocarp
0000857	umbilical artery endothelium
0000858	mesophyll
0000859	metacestode
0000860	CHRB-30 cell
0000861	culture condition:methanol-grown cell
0000862	heart ventricle
0000863	midgut
0000864	tibialis
0000865	anterior spinal root
0000866	midgut secretion
0000867	tibialis posterior
0000868	milk
0000869	milk fat
0000870	spinal nerve
0000871	RAG cell
0000872	oligodendrocytic cell line
0000873	MOLT-4 cell
0000874	molting gland
0000875	N20.1 cell
0000876	monocyte
0000877	culture condition:trehalose-grown cell
0000878	mononuclear cell
0000879	lateral ventricle
0000880	culture condition:alkane-grown cell
0000881	Morris hepatoma 7777 cell
0000882	culture condition:p-hydroxyphenylacetic acid-grown cell
0000883	spinal root
0000884	molting fluid
0000885	tongue cell line
0000886	mucosa
0000887	muscle
0000888	muscle fibre
0000889	Burkitt lymphoma cell line
0000890	mycelial felt
0000891	NTERA-2 cell
0000892	mycobiont
0000893	mycorrhiza
0000894	myelin
0000895	myelin membrane
0000896	bag cell neuron
0000897	amnion epithelium
0000898	myeloma cell
0000899	myeloma cell line
0000900	myelin sheath
0000901	myocardium
0000902	plant vessel
0000903	atrium
0000904	culture condition:beta-aminoisobutyrate-grown cell
0000905	culture condition:myoinositol-grown cell
0000906	myeloid cell line
0000907	myometrium
0000908	myrosin cell
0000909	myxospore
0000910	culture condition:N-acetyl-D-glucosamine-grown cell
0000911	culture condition:N-acetyl-D-mannosamine-grown cell
0000912	nasal mucosa
0000913	nasal polyp
0000914	natural killer cell
0000915	nauplius
0000916	NC37 cell
0000917	needle
0000918	nematocyst
0000919	8305C cell
0000920	neocortex
0000921	CAL-27 cell
0000922	neostriatal neuron
0000923	nephridium
0000924	nephron
0000925	nerve
0000926	ophthalmic nerve
0000927	nerve trunk
0000928	limbic system
0000929	neural retina
0000930	neuroblast
0000931	neuroblastoma cell
0000932	neuroblastoma cell line
0000933	N18TG2 cell
0000934	IMR-32 cell
0000935	LAN-5 cell
0000936	neurofibrillary tangle
0000937	neurohypophysis
0000938	neuron
0000939	basal cell
0000940	juice vesicle
0000941	CAL-33 cell
0000942	NG-108-15 cell
0000943	culture condition:nicotinic acid-grown cell
0000944	NIH-3T3 cell
0000945	CAL-51 cell
0000946	NT2/D1 cell
0000947	neuronal cell line
0000948	SKOV-3 cell
0000949	Novikoff ascites tumor cell
0000950	Novikoff hepatoma cell
0000951	NRK cell
0000952	nuchal ligament
0000953	nurse cell
0000954	nymph
0000955	laryngeal cell line
0000956	gut epithelium
0000957	nape
0000958	spermatogonium
0000959	esophagus
0000960	UT-7 cell
0000961	olfactory bulb
0000962	oligodendrocyte
0000963	oligodendroglioma cell
0000964	oocyte
0000965	optic lobe
0000966	optic nerve
0000967	osseous plate
0000968	osteoclast
0000969	osteoclastoma cell
0000970	osteosarcoma cell
0000971	SAOS-2 cell
0000972	HEP-3B cell
0000973	respiratory mucosa
0000974	culture condition:sulfite-grown cell
0000975	ovary
0000976	HEp-2 cell
0000977	ovary cell line
0000978	CMK cell
0000979	PANC-3 cell
0000980	oviduct
0000981	ovotestis
0000982	culture condition:p-cresol-grown cell
0000983	culture condition:p-toluate-grown cell
0000984	P-388D1 cell
0000985	P-815 cell
0000986	pachytene cell
0000987	palisade parenchyma
0000988	pancreas
0000989	taste bud
0000990	pancreatic alpha cell
0000991	pancreatic islet
0000992	tongue epithelium
0000993	paneth cell
0000994	RBL-1 cell
0000995	paramyeloblast
0000996	gametocyte
0000997	parathyroid gland
0000998	paraveinal mesophyll
0000999	plant parenchyma
0001000	acute megakaryocytic leukemia cell line
0001001	parietal lobe
0001002	schizont
0001003	parotid acinar cell
0001004	parotid gland
0001005	amnion epithelial cell
0001006	pelvis
0001007	AGS cell
0001008	PBMC cell line
0001009	PC-12 cell
0001010	callus
0001011	cerebellar Purkinje cell
0001012	pedal ganglion
0001013	pedal muscle
0001014	Mo-T cell
0001015	culture condition:pentanoate-grown cell
0001016	pericardial fluid
0001017	pericarp
0001018	basophilic leukemia cell line
0001019	prostate gland cell line
0001020	periodontal ligament
0001021	periodontium
0001022	periosteum
0001023	ovary cancer cell
0001024	retinal rod
0001025	peripheral blood mononuclear cell
0001026	polymorphonuclear leukocyte
0001027	peripheral nerve
0001028	peripheral nervous system
0001029	perisperm
0001030	J774.2 cell
0001031	peritoneal fluid
0001032	cardiac Purkinje cell
0001033	prostate cancer cell line
0001034	peritoneal macrophage
0001035	hematopoietic cell line
0001036	retinal cone
0001037	sensory cell
0001038	peritrophic membrane
0001039	peritubular cell
0001040	petal
0001041	petiole
0001042	amygdala
0001043	adult
0001044	phagocyte
0001045	T-lymphocyte cell line
0001046	pharate pupa
0001047	pharyngeal mucosa
0001048	pharyngeal muscle
0001049	pharynx
0001050	culture condition:phenol-grown cell
0001051	culture condition:phenylacetic acid-grown cell
0001052	ND-1 cell
0001053	culture condition:phenylglyoxylate-grown cell
0001054	pheochromocytoma cell
0001055	ovarian epithelial cell
0001056	myeloid leukemia cell
0001057	neural tube
0001058	phloem
0001059	culture condition:phosphonoacetate-grown cell
0001060	photoreceptor
0001061	PC-3 cell
0001062	PPC-1 cell
0001063	phrenic nerve
0001064	phycobiont
0001065	Tsu-Pr1 cell
0001066	hippocampal pyramidal layer
0001067	pineal gland
0001068	pinealocyte
0001069	pitcher
0001070	pitcher secretion
0001071	pith
0001072	trigeminal nerve
0001073	hypophysis
0001074	trigeminal nucleus
0001075	motor trigeminal nucleus
0001076	pituitary gland tumor cell
0001077	AtT-20 cell
0001078	placenta
0001079	trophoblast
0001080	Morris hepatoma cell
0001081	MOLT-3 cell
0001082	MM46 cell
0001083	MH134 cell
0001084	plantlet
0001085	vascular system
0001086	embryonic stem cell
0001087	plasmacytoma cell
0001088	gastric cell line
0001089	MPC-11 cell
0001090	mouth
0001091	axenic culture
0001092	KATO-III cell
0001093	WEHI-231 cell
0001094	pre-B acute lymphoblastic leukemia cell
0001095	pod
0001096	lymphoid cell
0001097	pollen
0001098	sorocarp
0001099	blastocyst
0001100	B-cell acute lymphoblastic leukemia cell
0001101	pons
0001102	blood vessel
0001103	skeletal muscle
0001104	cranial nerve
0001105	insular cortex
0001106	T-cell acute lymphoblastic leukemia cell
0001107	preadipocyte
0001108	mitral cell layer
0001109	HCT-116 cell
0001110	prepupa
0001111	preputial gland
0001112	preputial gland tumor cell
0001113	prepuce
0001114	primary leaf
0001115	primary spermatocyte
0001116	floral primordium
0001117	proboscis
0001118	P3X63Ag8 cell
0001119	procambium
0001120	epithelial cell line
0001121	cauline leaf
0001122	procyclic form
0001123	peripheral ganglion
0001124	promastigote
0001125	culture condition:propanediol-grown cell
0001126	culture condition:propionate-grown cell
0001127	primary culture
0001128	prostasome
0001129	prostate gland
0001130	prostate gland cancer cell
0001131	BHK cell
0001132	shoot base
0001133	pre-B-lymphocyte
0001134	protonema
0001135	protoxylem
0001136	proventriculus
0001137	right colon mucosa
0001138	somatic embryo
0001139	pseudoplasmodium
0001140	psoas
0001141	pulmonary artery endothelial cell
